Race,Precinct,PrecinctCode,Name,Party,Votes
"Clatsop Soil and Water Conservation District, Director, Zone 3",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",112 - Warrenton East,112.0,Ted Warila,,543.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",112 - Warrenton East,112.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",113 - Warrenton West,113.0,Ted Warila,,1496.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",113 - Warrenton West,113.0,Write-in Totals,,13.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",114 - Clatsop Plains North,114.0,Ted Warila,,484.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",114 - Clatsop Plains North,114.0,Write-in Totals,,6.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",115 - Clatsop Plains South,115.0,Ted Warila,,756.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",115 - Clatsop Plains South,115.0,Write-in Totals,,11.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",116 - Gearhart,116.0,Ted Warila,,744.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",116 - Gearhart,116.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",101 - Astoria West,101.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",101 - Astoria West,101.0,Write-in Totals,,86.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",102 - Astoria East,102.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",102 - Astoria East,102.0,Write-in Totals,,48.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",103 - John Day/Walluski,103.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",103 - John Day/Walluski,103.0,Write-in Totals,,27.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",104 - Astoria South,104.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",104 - Astoria South,104.0,Write-in Totals,,38.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",105 - Svensen,105.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",105 - Svensen,105.0,Write-in Totals,,25.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",106 - Knappa,106.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",106 - Knappa,106.0,Write-in Totals,,28.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",107 - Westport/Hillcrest,107.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",107 - Westport/Hillcrest,107.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",108 - Jewell,108.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",108 - Jewell,108.0,Write-in Totals,,13.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",109 - Olney,109.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",109 - Olney,109.0,Write-in Totals,,11.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",110 - Stanley Acres,110.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",110 - Stanley Acres,110.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",111 - Lewis and Clark/Chadwell,111.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,31.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",112 - Warrenton East,112.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",112 - Warrenton East,112.0,Write-in Totals,,23.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",113 - Warrenton West,113.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",113 - Warrenton West,113.0,Write-in Totals,,64.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",114 - Clatsop Plains North,114.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",114 - Clatsop Plains North,114.0,Write-in Totals,,20.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",115 - Clatsop Plains South,115.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",115 - Clatsop Plains South,115.0,Write-in Totals,,31.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",116 - Gearhart,116.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",116 - Gearhart,116.0,Write-in Totals,,25.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",117 - Seaside North,117.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",117 - Seaside North,117.0,Write-in Totals,,24.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",118 - Seaside West,118.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",118 - Seaside West,118.0,Write-in Totals,,23.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",119 - Seaside East,119.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",119 - Seaside East,119.0,Write-in Totals,,34.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",120 - Seaside South,120.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",120 - Seaside South,120.0,Write-in Totals,,47.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",121 - Necanicum,121.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",121 - Necanicum,121.0,Write-in Totals,,16.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",122 - Arch Cape,122.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",122 - Arch Cape,122.0,Write-in Totals,,10.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",123 - Cannon Beach,123.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",123 - Cannon Beach,123.0,Write-in Totals,,25.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",124 - Hamlet,124.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",124 - Hamlet,124.0,Write-in Totals,,16.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",125 - Elsie,125.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",125 - Elsie,125.0,Write-in Totals,,12.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",Totals,,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 1 - 2 yr",Totals,,Write-in Totals,,815.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",117 - Seaside North,117.0,Ted Warila,,338.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",117 - Seaside North,117.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",118 - Seaside West,118.0,Ted Warila,,339.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",118 - Seaside West,118.0,Write-in Totals,,7.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",119 - Seaside East,119.0,Ted Warila,,547.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",119 - Seaside East,119.0,Write-in Totals,,5.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",120 - Seaside South,120.0,Ted Warila,,718.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",120 - Seaside South,120.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",121 - Necanicum,121.0,Ted Warila,,171.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",121 - Necanicum,121.0,Write-in Totals,,3.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",122 - Arch Cape,122.0,Ted Warila,,114.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",122 - Arch Cape,122.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",123 - Cannon Beach,123.0,Ted Warila,,564.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",123 - Cannon Beach,123.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",124 - Hamlet,124.0,Ted Warila,,148.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",124 - Hamlet,124.0,Write-in Totals,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",125 - Elsie,125.0,Ted Warila,,139.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",125 - Elsie,125.0,Write-in Totals,,1.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",Totals,,Ted Warila,,13883.0
"Clatsop Soil and Water Conservation District, Director, Zone 3",Totals,,Write-in Totals,,107.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",117 - Seaside North,117.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",117 - Seaside North,117.0,Write-in Totals,,19.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",118 - Seaside West,118.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",118 - Seaside West,118.0,Write-in Totals,,22.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",119 - Seaside East,119.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",119 - Seaside East,119.0,Write-in Totals,,21.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",120 - Seaside South,120.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",120 - Seaside South,120.0,Write-in Totals,,40.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",121 - Necanicum,121.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",121 - Necanicum,121.0,Write-in Totals,,11.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",122 - Arch Cape,122.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",122 - Arch Cape,122.0,Write-in Totals,,8.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",123 - Cannon Beach,123.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",123 - Cannon Beach,123.0,Write-in Totals,,16.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",124 - Hamlet,124.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",124 - Hamlet,124.0,Write-in Totals,,12.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",125 - Elsie,125.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",125 - Elsie,125.0,Write-in Totals,,8.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",Totals,,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 4 - 2 yr",Totals,,Write-in Totals,,635.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",101 - Astoria West,101.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",101 - Astoria West,101.0,Write-in Totals,,85.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",102 - Astoria East,102.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",102 - Astoria East,102.0,Write-in Totals,,54.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",103 - John Day/Walluski,103.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",103 - John Day/Walluski,103.0,Write-in Totals,,28.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",104 - Astoria South,104.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",104 - Astoria South,104.0,Write-in Totals,,36.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",105 - Svensen,105.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",105 - Svensen,105.0,Write-in Totals,,22.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",106 - Knappa,106.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",106 - Knappa,106.0,Write-in Totals,,27.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",107 - Westport/Hillcrest,107.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",107 - Westport/Hillcrest,107.0,Write-in Totals,,2.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",108 - Jewell,108.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",108 - Jewell,108.0,Write-in Totals,,13.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",109 - Olney,109.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",109 - Olney,109.0,Write-in Totals,,10.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",110 - Stanley Acres,110.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",110 - Stanley Acres,110.0,Write-in Totals,,4.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",111 - Lewis and Clark/Chadwell,111.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,28.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",112 - Warrenton East,112.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",112 - Warrenton East,112.0,Write-in Totals,,22.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",113 - Warrenton West,113.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",113 - Warrenton West,113.0,Write-in Totals,,63.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",114 - Clatsop Plains North,114.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",114 - Clatsop Plains North,114.0,Write-in Totals,,18.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",115 - Clatsop Plains South,115.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",115 - Clatsop Plains South,115.0,Write-in Totals,,30.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",116 - Gearhart,116.0,No Candidate Filed,,0.0
"Clatsop Soil and Water Conservation District, Director, Zone 5",116 - Gearhart,116.0,Write-in Totals,,26.0
"Clatskanie PUD, Director, Subdivision",101 - Astoria West,101.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",101 - Astoria West,101.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",101 - Astoria West,101.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",102 - Astoria East,102.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",102 - Astoria East,102.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",102 - Astoria East,102.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",103 - John Day/Walluski,103.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",103 - John Day/Walluski,103.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",103 - John Day/Walluski,103.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",104 - Astoria South,104.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",104 - Astoria South,104.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",104 - Astoria South,104.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",105 - Svensen,105.0,Bob Wiggins,,
"Clatskanie PUD, Director, Subdivision",105 - Svensen,105.0,Pamela Reed (Pam),,
"Clatskanie PUD, Director, Subdivision",105 - Svensen,105.0,Write-in Totals,,
"Clatskanie PUD, Director, Subdivision",106 - Knappa,106.0,Bob Wiggins,,
